87.251.64.11 - - [21/Oct/2023:00:11:47 +0000] "\x12\x01\x00^\x00\x00\x01\x00\x00\x00$\x00\x06\x01\x00*\x00\x01\x02\x00+\x00\x01\x03\x00,\x00\x04\x04\x000\x00\x01\x05\x001\x00$\x06\x00U\x00\x01\xFF\x04\x07\x0C\xBC\x00\x00\x00\x00\x00\x00\x15\xD0\x00 \x00\x00\x00\x00\x00\x00\x00\xC0\x0C\xA8\x99\xE2\x02\x00\x00" 400 166 "-" "-"
45.79.128.205 - - [21/Oct/2023:00:33:22 +0000] "\x16\x03\x01\x00\x85\x01\x00\x00\x81\x03\x039/\x08\x0F0d\x9D5\xA0Xt\xB7\xAB\x00\xB7Rs[\x16\xFBp\xC1\x96\xE9\x1D&\xD1|\x1D+G\x19\x00\x00 \xC0/\xC00\xC0+\xC0,\xCC\xA8\xCC\xA9\xC0\x13\xC0\x09\xC0\x14\xC0" 400 166 "-" "-"
143.110.222.166 - - [21/Oct/2023:00:37:45 +0000] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
138.68.107.174 - - [21/Oct/2023:00:40:55 +0000] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
138.68.107.174 - - [21/Oct/2023:00:40:55 +0000] "GET / HTTP/1.1" 200 4364 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
198.235.24.65 - - [21/Oct/2023:00:56:07 +0000] "GET / HTTP/1.0" 200 612 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
185.34.22.140 - - [21/Oct/2023:01:04:57 +0000] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
190.213.155.143 - - [21/Oct/2023:01:21:56 +0000] "GET /.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
190.213.155.143 - - [21/Oct/2023:01:21:57 +0000] "POST / HTTP/1.1" 405 568 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
167.94.146.59 - - [21/Oct/2023:01:22:56 +0000] "GET / HTTP/1.1" 200 612 "-" "-"
167.94.146.59 - - [21/Oct/2023:01:22:56 +0000] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.146.59 - - [21/Oct/2023:01:22:57 +0000] "PRI * HTTP/2.0" 400 166 "-" "-"
167.94.146.59 - - [21/Oct/2023:01:22:57 +0000] "GET /favicon.ico HTTP/1.1" 404 134 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
15.204.182.106 - - [21/Oct/2023:01:30:37 +0000] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
15.204.182.106 - - [21/Oct/2023:01:30:38 +0000] "GET / HTTP/1.1" 200 4364 "http://www.ghostagent.me/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
167.71.133.68 - - [21/Oct/2023:01:35:48 +0000] "\x00\x00\x00\xB2\x9A\xD6\x8E\xCF.\x22\x83\xA9\xBF2\xBA|ro\xAE_\x95\xEC\x80\xE4\xE9n\x82q\x9E\xC6\xA9\x8F\xF5" 400 166 "-" "-"
143.110.222.166 - - [21/Oct/2023:01:41:54 +0000] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
47.88.78.6 - - [21/Oct/2023:01:51:38 +0000] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 (Linux; Android 10; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.88.5.56 - - [21/Oct/2023:01:51:39 +0000] "GET /Public/home/js/check.js HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Linux; Android 10; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
207.167.66.222 - - [21/Oct/2023:01:57:08 +0000] "GET / HTTP/1.1" 200 612 "-" "-"
207.167.66.222 - - [21/Oct/2023:01:57:10 +0000] "POST /web_shell_cmd.gch HTTP/1.1" 404 134 "-" "Mozila/5.0"
207.167.66.222 - - [21/Oct/2023:01:57:10 +0000] "" 400 0 "-" "-"
193.35.18.187 - - [21/Oct/2023:01:58:16 +0000] "CONNECT google.com:443 HTTP/1.1" 400 166 "-" "-"
162.243.150.6 - - [21/Oct/2023:02:00:34 +0000] "GET /portal/redlion HTTP/1.1" 404 134 "-" "Mozilla/5.0 zgrab/0.x"
162.216.149.6 - - [21/Oct/2023:02:22:58 +0000] "GET / HTTP/1.1" 200 612 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
143.110.222.166 - - [21/Oct/2023:02:37:34 +0000] "GET / HTTP/1.1" 200 396 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"
176.53.221.246 - - [21/Oct/2023:02:48:09 +0000] "GET / HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36"
45.90.62.130 - - [21/Oct/2023:02:48:12 +0000] "GET / HTTP/1.1" 200 4364 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36"
176.53.219.98 - - [21/Oct/2023:02:48:15 +0000] "GET /favicon.ico HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36"
45.90.62.130 - - [21/Oct/2023:02:48:16 +0000] "GET /favicon.ico HTTP/1.1" 200 4045 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36"
176.53.219.155 - - [21/Oct/2023:02:48:22 +0000] "GET /favicon.ico HTTP/1.1" 200 4045 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.61 Safari/537.36"
54.88.179.33 - - [21/Oct/2023:02:56:08 +0000] "GET / HTTP/1.1" 200 15965 "-" "Mozilla/5.0 \x5C(Windows NT 10.0\x5C; Win64\x5C; x64\x5C) AppleWebKit/537.36 \x5C(KHTML, like Gecko\x5C) Chrome/100.0.4896.60 Safari/537.36"
35.171.144.152 - - [21/Oct/2023:02:56:09 +0000] "GET / HTTP/1.1" 200 15965 "-" "Mozilla/5.0 \x5C(Windows NT 10.0\x5C; Win64\x5C; x64\x5C) AppleWebKit/537.36 \x5C(KHTML, like Gecko\x5C) Chrome/100.0.4896.60 Safari/537.36"
54.88.179.33 - - [21/Oct/2023:02:56:09 +0000] "GET / HTTP/1.1" 200 15965 "-" "Mozilla/5.0 \x5C(Windows NT 10.0\x5C; Win64\x5C; x64\x5C) AppleWebKit/537.36 \x5C(KHTML, like Gecko\x5C) Chrome/100.0.4896.60 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:04 +0000] "GET /.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:07 +0000] "GET /conf/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:09 +0000] "GET /wp-content/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:12 +0000] "GET /wp-admin/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:17 +0000] "GET /library/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:20 +0000] "GET /new/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:22 +0000] "GET /vendor/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:28 +0000] "GET /old/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:30 +0000] "GET /local/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:33 +0000] "GET /api/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:35 +0000] "GET /blog/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:37 +0000] "GET /crm/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:40 +0000] "GET /admin/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:42 +0000] "GET /laravel/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:45 +0000] "GET /app/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:47 +0000] "GET /app/config/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:50 +0000] "GET /apps/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
194.180.48.251 - - [21/Oct/2023:03:19:53 +0000] "GET /audio/.env HTTP/1.1" 404 197 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36"
